epoch,time_per_epoch,train_mse,train_kld,train_traj,train_prior,train_psi,test_mse,test_kld
25,0.8226470947265625,0.6650598560060773,0.5161586999893188,1.1828887122017997,0.011083989736757107,0.9063038229942322,0.6776415406321197,0.5015238202740794
26,0.8387868404388428,0.6581461003848484,0.5268692203930446,1.2035336324146815,0.010180171645645584,0.9007840837751117,0.6712493297765073,0.5106351330141315
27,0.789475679397583,0.6527947868619647,0.5367527263505119,1.1570173161370414,0.01014747763318675,0.8983035683631897,0.6647477291624643,0.5210467411263642
28,0.8276355266571045,0.6469088281903949,0.5469589488846915,1.1396644115447998,0.00843198733803417,0.8899022170475551,0.6599584227185613,0.5291856805305309
29,0.825598955154419,0.640306966645377,0.5570775270462036,1.1193792819976807,0.00606451476258891,0.8862444588116237,0.6547304897030373,0.5380434294987152
30,0.8147945404052734,0.6361633794648307,0.5667875494275775,1.097400733402797,0.006515972249742065,0.8811565978186471,0.6503789395494846,0.5472423225774893
31,0.8247847557067871,0.6315819365637643,0.5765867403575352,1.0911962815693446,0.0073683766115989,0.8762960263660976,0.6466039365717113,0.5576626246820117
32,0.8133373260498047,0.6263662150927952,0.5867638077054705,1.0493335127830505,0.009018216681267534,0.8709522315434047,0.6427443086299126,0.5648105299526266
33,0.9521081447601318,0.6222231898988996,0.5960798689297268,1.0578372478485107,0.005859874488253679,0.8669956071036202,0.6380462507495965,0.5743651643996815
34,0.7930614948272705,0.6199372581073216,0.6046680637768337,1.011771253177098,0.006260430506829705,0.8616134694644383,0.6341594695510351,0.5833702298557811
35,0.8001234531402588,0.6157220857484,0.6142475860459464,1.0052306737218584,0.007049169857054949,0.8584176642554147,0.631063592808129,0.5905453487896598
36,0.7931532859802246,0.6125522511346,0.6226306557655334,0.9856429866382054,0.0045579468299235615,0.8533922604152134,0.6277444525684477,0.5961707627292171
37,0.8312318325042725,0.6100699305534363,0.6305780240467617,1.0395016159330095,0.0058516887947916985,0.848537300314222,0.6254360470002007,0.6049960723372318
38,0.7915196418762207,0.6057935527392796,0.6388779027121407,0.9516894136156354,0.004224643809720874,0.845607612814222,0.6221223323869064,0.6118279874592084
39,0.800513505935669,0.6036316667284284,0.6465751784188407,0.9557246821267265,0.005223521663408194,0.8382504412106105,0.6190790074288578,0.6164077124788088
40,0.8053295612335205,0.6005403654915946,0.6538595472063337,0.9450986385345459,0.005488116593499269,0.835296596799578,0.6176780753606104,0.6233868676450754
41,0.8136427402496338,0.5979835220745632,0.6614137462207249,0.9448460595948356,0.004297206377876657,0.8305271182741437,0.6154741364209642,0.6299333628517629
42,0.8385355472564697,0.5959822024617877,0.6683654018810817,0.9375887853758675,0.0043826020888185924,0.8263248460633414,0.6116676172868019,0.6370715065921904
43,0.7954328060150146,0.5942374638148716,0.6751019614083427,0.9034691708428519,0.004596830877874579,0.82194869858878,0.6097030824075366,0.6426827215293063
44,0.8163189888000488,0.5895911880901882,0.6821067162922451,0.9022662895066398,0.003356106097011694,0.8175302147865295,0.6078647441928162,0.6463442482221287
45,0.813286304473877,0.5880586590085711,0.6878655467714582,0.8945579613958087,0.0036399513815662692,0.8141726085117885,0.6058800581324796,0.6524457712344525
46,0.8113231658935547,0.5860435622079032,0.6941350613321576,0.883823539529528,0.0034270413286451784,0.8087678466524396,0.6030532656229131,0.658885392907489
47,0.8259272575378418,0.5831533244677952,0.7005585261753627,0.8829640064920697,0.0031466310943609904,0.8052213021687099,0.6025637342790852,0.6652594318304361
48,0.8155884742736816,0.5809432779039655,0.7066941431590489,0.8767369219235012,0.002590605856052467,0.7997422218322754,0.6006835517327347,0.6700959718815415
49,0.8186471462249756,0.5781721132142204,0.7130392619541713,0.8574794275420052,0.0035841772499095115,0.7979219470705304,0.5980349886043189,0.6750758771404557
50,0.8112518787384033,0.575847361768995,0.7189341528075082,0.8596804056848798,0.002996806354661073,0.793620228767395,0.5964396264520996,0.68014311924109
51,0.839799165725708,0.574859619140625,0.7241674321038383,0.8497348768370492,0.002814868581481278,0.790315398148128,0.5940754686235847,0.6854719690677831
52,0.810028076171875,0.5723584549767631,0.7297359023775373,0.8352905767304557,0.0024622356618887614,0.7852369461740766,0.5928432658114241,0.6898141604902498
53,0.8078432083129883,0.5693190693855286,0.735540611403329,0.832456145967756,0.002828195657847183,0.7816705533436367,0.5913613131228049,0.6939813059007106
54,0.8356049060821533,0.5687282255717686,0.740675858088902,0.8352953195571899,0.0029356660920062234,0.7769232903208051,0.5894139914234657,0.6988873005982472
55,0.8327209949493408,0.565504959651402,0.7466891833714077,0.834223849432809,0.0022758585400879383,0.7745286737169538,0.588042078264091,0.7025228786896163
56,0.8103668689727783,0.564767667225429,0.7515217065811157,0.8138567124094281,0.0022376719363299863,0.7716445411954608,0.5866469294500992,0.7066687575370207
57,0.7992560863494873,0.5616182684898376,0.7565939511571612,0.8130027396338326,0.0020945172124941435,0.7672666226114545,0.5852286318492462,0.7116871786224468
58,0.8143143653869629,0.5605855924742562,0.7617946267127991,0.8053375908306667,0.001923783848594342,0.7626471774918693,0.5835508078737643,0.7177671672517408
59,0.8262567520141602,0.5583984681538173,0.7672509465898786,0.8065699764660427,0.0022914523391851355,0.7603232945714679,0.5828292260255514,0.7218123391070174
60,0.8040375709533691,0.5564817786216736,0.7724956529481071,0.785433462687901,0.002058516472711095,0.754730190549578,0.5804519688067414,0.7265984979980195
61,0.8324697017669678,0.5564444150243487,0.7769981707845416,0.8050705875669207,0.002206836743945522,0.7523175052234105,0.5792070402692786,0.7308446339962194
62,0.8118476867675781,0.553461355822427,0.7823267153331211,0.7886940496308463,0.0018591199768707156,0.7477596827915737,0.5772870068058304,0.7347795682637681
63,0.8289847373962402,0.5511918834277562,0.7874216096741813,0.8005830645561218,0.0020089005910059704,0.7448028496333531,0.5764204846369312,0.7389130688568937
64,0.8166933059692383,0.5500537242208209,0.7923871874809265,0.7725063051496234,0.0024645348312333226,0.7420640758105687,0.5757438845164038,0.7430805331388397
65,0.8389809131622314,0.547307584966932,0.798174330166408,0.7943623832293919,0.0020727774244733155,0.7392815096037728,0.573642029890565,0.7482020737344374
66,0.8023197650909424,0.5447310209274292,0.8032701356070382,0.7712016105651855,0.001854248669198049,0.7353536571775164,0.5723636660875226,0.7523781285692224
67,0.8280580043792725,0.543470731803349,0.8080092583383832,0.7705428685460772,0.0019255995949996369,0.7314492038318089,0.5706530376400114,0.7567061089614047
68,0.8382143974304199,0.5429153101784843,0.8125541380473545,0.7745099237986973,0.001968962755719466,0.7262401495661054,0.5703069957917046,0.7608244165176768
69,0.8328418731689453,0.541276386805943,0.8171336395399911,0.7617395775658744,0.0024828433358509627,0.7242310132299151,0.5696876987213512,0.7643682210969284
70,0.8406176567077637,0.5385486313274929,0.8226586409977504,0.7741552421024868,0.0012571181453365301,0.7214114155088153,0.5668805089232098,0.7694013843087337
71,0.7997748851776123,0.5375296132905143,0.8279894590377808,0.7369069967951093,0.0015743565080421312,0.7172646607671466,0.5662230370825182,0.7738985347106317
72,0.8111727237701416,0.5365646311214992,0.8327302166393825,0.7428167717797416,0.0015710606073428477,0.7138656973838806,0.5656074419149903,0.7796588157859083
73,0.8182125091552734,0.5340924433299473,0.8386717779295785,0.7394947069031852,0.0014738903015053698,0.7111211589404515,0.5638134514269807,0.7854777956757311
74,0.8312554359436035,0.5336349521364484,0.8436001539230347,0.7426701017788478,0.0016734229450646257,0.707128473690578,0.5635934811536507,0.7889530407473645
75,0.8012259006500244,0.5315554738044739,0.8481868420328412,0.7285342301641192,0.0013745238123062467,0.7036148309707642,0.5630361127746479,0.7924198235631523
76,0.9510953426361084,0.5288550768579755,0.8535366484097072,0.7404777663094657,0.0016764014809658484,0.7011820333344596,0.5601989463840364,0.7983345135445018
77,0.8074800968170166,0.528786131313869,0.8591049994741168,0.7176484295300075,0.001143757619761995,0.6987706763403756,0.5597147896150837,0.8039471635369442
78,0.8199472427368164,0.5270938277244568,0.8649626799992153,0.7357742275510516,0.0012236402170466526,0.6951206752232143,0.5588787200739566,0.80853329912964
79,0.812445878982544,0.5245067988123212,0.8708414009639195,0.7204517892428807,0.0011681323563347437,0.691848235470908,0.5577721700005467,0.8126063408338435
80,0.8393821716308594,0.5240707056862968,0.8750875421932766,0.729453810623714,0.0009408437638610069,0.6886728405952454,0.5562989500606007,0.8178988663070405
81,0.8146018981933594,0.5232983146395002,0.8797266057559422,0.7051503913743156,0.0011099519241335137,0.685045063495636,0.5568141541673464,0.8232682291167734
82,0.8394653797149658,0.5202119691031319,0.885644929749625,0.7234182102339608,0.0010828112468256482,0.6819767696516854,0.5550733866178401,0.8279465722930806
83,0.8079555034637451,0.5199272121701922,0.8901073592049735,0.6909574695995876,0.0011700746046179639,0.6788261873381478,0.5541554315207785,0.8322379773507739
84,0.804865837097168,0.5188605189323425,0.8944612486021859,0.6985508629253933,0.0011624799309564488,0.6755177293504987,0.5533866703242999,0.8368123697593073
85,0.8199160099029541,0.5169815250805446,0.9002077664647784,0.7161810142653329,0.0015705173095089517,0.6734775475093296,0.552118056023602,0.8417519937716258
86,0.816046953201294,0.5149716309138707,0.9053362267357963,0.7006662573133197,0.0010039899747685663,0.6698838302067348,0.5511634699966875,0.8468310359882132
87,0.8350586891174316,0.5141090069498334,0.9108580436025348,0.7179894958223615,0.0007864536684272545,0.6651832716805595,0.5498334289666249,0.8527622209536121
88,0.8193697929382324,0.5124101000172752,0.9171233347484044,0.6868620089122227,0.001100481695695115,0.6644027318273272,0.5496792154461814,0.8554750624793528
89,0.8350152969360352,0.5124443428856986,0.921377956867218,0.6911241582461766,0.0009652588799196694,0.6622665524482727,0.5490846211600197,0.859619246202734
90,0.8037388324737549,0.5104530325957707,0.9262273396764483,0.6780467629432678,0.0006457701092585921,0.6586069720132011,0.5482064314487269,0.8655508660414828
91,0.8043105602264404,0.5098275925431933,0.9324047310011727,0.6805435248783657,0.0011811827467421868,0.6536897080285209,0.5471721112460833,0.8733872760571706
92,0.8138570785522461,0.5072259136608669,0.9384370531354632,0.6770724058151245,0.0008916243470074343,0.6517773611204964,0.5465448423885978,0.8772304247847587
93,0.8037528991699219,0.5067683969225202,0.9427241172109332,0.6758579782077244,0.0007504544254126293,0.6501421417508807,0.5449993733333365,0.8826715900758991
94,0.8052868843078613,0.5046387995992389,0.948235809803009,0.6861293911933899,0.000824728814352836,0.6479181477001735,0.5450587272644043,0.8876617633708389
95,0.800851583480835,0.5027442106178829,0.9540741954530988,0.6658666559628078,0.000875591450104756,0.6443899869918823,0.543566303670139,0.8918775271941728
96,0.8140993118286133,0.5023107954433986,0.9600762384278434,0.6759987984384809,0.000861189078672656,0.6405402932848249,0.5428659253056274,0.897529048769998
97,0.8027987480163574,0.499817077602659,0.9657388755253383,0.6628382205963135,0.0006134126160759479,0.638692489692143,0.5426772349083905,0.9038992390504332
98,0.8311672210693359,0.49962155733789715,0.972089375768389,0.6886638573237828,0.0008814584621826985,0.6345268402780805,0.5412584620740916,0.9070588061627786
99,0.8380870819091797,0.4975556901523045,0.9771445138113839,0.6872189726148333,0.000763214916722583,0.6328816158430917,0.5415183757452687,0.9100233800208087
100,0.805976390838623,0.49613870893205914,0.9825103027479989,0.653734735080174,0.0006336514156178705,0.6303011434418815,0.5406526674604202,0.9166788196884463
101,0.8284256458282471,0.4953075349330902,0.988672307559422,0.6678895694868905,0.001040262760527964,0.6271888528551374,0.5394717000525094,0.9219158623250611
102,0.8035168647766113,0.4941444865294865,0.9946228436061314,0.6602873035839626,0.0009521551671371396,0.6246374079159328,0.5394869412007354,0.9292328395116489
103,0.804448127746582,0.4932788440159389,1.000744410923549,0.6559755546706063,0.0009333329466504178,0.6220998167991638,0.5382535460283938,0.9355069086156084
104,0.8281400203704834,0.4912742716925485,1.0073909078325545,0.6700293506894793,0.0007808461045247636,0.6189072302409581,0.5372889790299762,0.9402924081135223
105,0.8053414821624756,0.49067963872637066,1.012660367148263,0.6647322859082904,0.0008680662888634418,0.615083600793566,0.5362141870062448,0.9459120163468502
106,0.8123495578765869,0.4886804648808071,1.0200583934783936,0.657780647277832,0.0008613884482266647,0.6146418452262878,0.5365028528354627,0.9519165540489916
107,0.8251147270202637,0.4886609358446939,1.025257672582354,0.6649085283279419,0.0009903680391809238,0.6114546401160104,0.535145459153727,0.9587071954936724
108,0.8117589950561523,0.48679544244493755,1.0319584948675973,0.6556336028235299,0.0007636501936108939,0.6091851251465934,0.5349469660643504,0.9626152237434559
109,0.8166122436523438,0.4856655512537275,1.037005169051034,0.6495053257261004,0.0008263102832383343,0.6072135056768145,0.5348302585661678,0.9679671790567749
110,0.8022680282592773,0.484221134866987,1.0437731742858887,0.65031555720738,0.0006444333412218839,0.6035902329853603,0.533747121357597,0.9739032064318123
111,0.8222095966339111,0.4840672527040754,1.0495071070534843,0.6591485738754272,0.0005971130740363151,0.601639815739223,0.5333442057194732,0.9809614540215565
112,0.8334372043609619,0.48169400436537607,1.0569252116339547,0.6640396884509495,0.0005349128374031612,0.5990911892482212,0.5329375392652947,0.985376850906509
113,0.7988746166229248,0.480856580393655,1.062073928969247,0.6476922631263733,0.0006952625533033695,0.5969309891973223,0.5318961851799969,0.9897905596168587
114,0.8029458522796631,0.4797794946602413,1.0683468750544958,0.6353163037981305,0.0007991695061459073,0.595107546874455,0.531977531353989,0.9950770519239486
115,0.8084204196929932,0.478069611958095,1.0736036130360194,0.6387619801930019,0.0007959517866506108,0.5927840045520237,0.5317572978045374,0.9986474612903168
116,0.8392219543457031,0.4772675505706242,1.079803398677281,0.6691517915044513,0.0006990268967846143,0.5885190793446132,0.5305089223545228,1.006458946942214
117,0.8160719871520996,0.4771254914147513,1.0866175379071916,0.641246327332088,0.000669642248664916,0.5858768905912127,0.5306119058164246,1.0143015903207753
118,0.843698263168335,0.4750000366142818,1.093569040298462,0.6676144089017596,0.0006744632389329906,0.5850663781166077,0.5293519919228661,1.0192577887009078
119,0.9357278347015381,0.47428347383226666,1.0992460080555506,0.6368930510112217,0.0005962814778156046,0.5822690384728568,0.5296654760035698,1.0245632269991887
120,0.835211992263794,0.4728108048439026,1.1054054839270455,0.642842846257346,0.0006415464324943189,0.5794628007071358,0.5294794298608206,1.030213606731774
121,0.8341736793518066,0.4722922572067806,1.1119157246180944,0.6440877914428711,0.0009049684324833963,0.5783312661307198,0.5288334705369889,1.0329609895500902
122,0.831312894821167,0.47125174743788584,1.1174241134098597,0.6488061462129865,0.0005710937631582576,0.5754334075110299,0.5289587640441586,1.0393839903476527
123,0.8157389163970947,0.46921001587595257,1.124146240098136,0.6365796412740435,0.0006210037806470479,0.5726117491722107,0.528512662568969,1.0469762311388024
124,0.8105509281158447,0.46913744722093853,1.1305898087365287,0.6358624356133598,0.0006119798968679138,0.5702676773071289,0.5277029489722487,1.0525147936269308
125,0.8260087966918945,0.4676546837602343,1.1366637774876185,0.6402739541871207,0.0005537821063106614,0.5676645125661578,0.5269145265288417,1.0581660570050568
126,0.8383784294128418,0.4669779794556754,1.142953327723912,0.6494713085038322,0.0005211451373595212,0.5656302230698722,0.5269082266119028,1.0641393297990875
127,0.8257560729980469,0.4660913050174713,1.1491683380944389,0.6450765558651516,0.0007492824827620227,0.5638820103236607,0.526669197018371,1.0692355926795925
128,0.8298048973083496,0.46462248052869526,1.1556369747434343,0.6393574731690543,0.0004669032558532698,0.5614309566361564,0.526187980656132,1.076563223595042
129,0.8033363819122314,0.46348617332322256,1.1619541134153093,0.6224247813224792,0.0007171125325839967,0.5593860404832023,0.5259401343863107,1.083563359863555
130,0.8426036834716797,0.4624516027314322,1.1682569640023368,0.6446565049035209,0.0007566726708319038,0.5562031013625008,0.5263132113512321,1.0881614690404302
131,0.8219828605651855,0.4608021633965628,1.1742417642048426,0.6400315591267177,0.0005758579853656036,0.5552336403301784,0.5252966760519908,1.0920115666539145
132,0.8414170742034912,0.45957498039518085,1.1806250640324183,0.6342543619019645,0.0006756984886513757,0.5524818897247314,0.5259677219818526,1.097262157987586
133,0.8242201805114746,0.45850567306791035,1.186339054788862,0.6370167476790292,0.0007742644977822367,0.5495821918760028,0.5251073815897441,1.102977560240057
134,0.8266620635986328,0.45827363644327435,1.1922385351998466,0.6464179924556187,0.0005754753032566182,0.5483395372118268,0.5243697024781607,1.1072757260147232
135,0.8376185894012451,0.45738200204713003,1.1990825619016374,0.652326055935451,0.0004992787352031362,0.5479068415505546,0.5251303376638301,1.113501378773574
136,0.8419816493988037,0.45647802523204256,1.2046674149377006,0.6528572695595878,0.0005250141486093136,0.5445152265684945,0.5241532590357177,1.1195998255981994
137,0.8019535541534424,0.4546325760228293,1.2122082539967127,0.6263135756765094,0.0006303085330208498,0.5426568644387382,0.5245080191992858,1.1226755487544655
138,0.8020153045654297,0.45308817284447805,1.217444590159825,0.6162310753549848,0.0006693574084368135,0.5389768566404071,0.5238424042415192,1.1304013525958554
139,0.8056011199951172,0.4524932844298227,1.2247453927993774,0.622111303465707,0.000494057940418965,0.5386112247194562,0.5237916675918305,1.136492081287196
140,0.8305187225341797,0.4527475876467569,1.2310652903148107,0.6386377215385437,0.0005935775864470218,0.5357182025909424,0.5235805305664849,1.142098420403998
141,0.8167872428894043,0.45036194579941885,1.2381904125213623,0.6308377981185913,0.0005265988293103874,0.5328090020588466,0.5234168035567074,1.1482912104226013
142,0.8372147083282471,0.45011105281966074,1.2438133444104875,0.635972431727818,0.0005342427632837955,0.5317470942224775,0.5235993402421207,1.1573271195450172
143,0.8329620361328125,0.44898779903139385,1.2509280443191528,0.6455561774117606,0.0006232038140296936,0.5290673886026654,0.5235217879171329,1.1632436765149035
144,0.8230974674224854,0.44852708492960247,1.255972487585885,0.6358449459075928,0.0006987529465862151,0.5276069130216327,0.5227793153091397,1.1644238180109203
145,0.8395748138427734,0.4465536262307848,1.2614956923893519,0.6490821838378906,0.0005960582639090717,0.5253676772117615,0.5224714543787353,1.1712897433293774
146,0.8237640857696533,0.44589649779456003,1.2681809152875627,0.6336369429315839,0.0006742095346063641,0.5228162663323539,0.5224770181916755,1.1802204382259216
147,0.8386931419372559,0.444970109633037,1.275883504322597,0.6418974229267665,0.00047944483646590797,0.5223264183316912,0.5231912649265854,1.1856359532061178
148,0.7970170974731445,0.44595139367239817,1.2810149533408028,0.6231864179883685,0.0006880080514487677,0.5198848673275539,0.5227266715781036,1.1877434788263432
149,0.795983076095581,0.4427215797560556,1.2875965322766985,0.6222057342529297,0.000511700046315257,0.5179247174944196,0.522647379225145,1.1928704896849902
150,0.833310604095459,0.442053816148213,1.293698447091239,0.642273988042559,0.0005441199131642602,0.5152807916913714,0.5223182517316843,1.1997441427590068
151,0.8020937442779541,0.44100295645850046,1.3004659414291382,0.6309465255056109,0.0005491324575684432,0.5135593669755119,0.5221329053421192,1.2065070001533749
152,0.7979302406311035,0.439645311662129,1.3072846957615443,0.6207353302410671,0.0006068419523736728,0.5121295281818935,0.5220293234282011,1.2134603064156433
153,0.8129026889801025,0.43904784321784973,1.313766326223101,0.6205911380904061,0.0004928329892988716,0.5093251126153129,0.5220424196110712,1.2175505070408363
154,0.8146641254425049,0.4385898155825479,1.3196509906223841,0.6242351957729885,0.0003999099260129567,0.508816293307713,0.5210965310511567,1.222705001788289
155,0.820892333984375,0.43680401359285626,1.3267424617494856,0.6346604057720729,0.0005211682229336086,0.506808476788657,0.5214307965719112,1.2322599850427944
156,0.8378641605377197,0.43645235896110535,1.3345379148210799,0.6386275121143886,0.0005608233789514218,0.5041143127850124,0.5211816892495604,1.2371019803889665
157,0.8366415500640869,0.434935633625303,1.3399847064699446,0.6403789860861642,0.0007893348229117692,0.5027194789477757,0.5215666700371713,1.2455143725390927
158,0.8110761642456055,0.43495735951832365,1.3462526117052351,0.6183857492038182,0.0003967701008410326,0.5004185608455113,0.5218761269287143,1.2490213911629577
159,0.8424270153045654,0.4332995755331857,1.3525738716125488,0.6438574535506112,0.0005731078521681152,0.4985968427998679,0.5218805905949374,1.255304856685245
160,0.8353979587554932,0.4314616748264858,1.3596061979021346,0.6321343864713397,0.0004705173861501472,0.49745888369424,0.521768047403327,1.2607992074949324
161,0.817573070526123,0.43002877065113615,1.3662470408848353,0.6138512492179871,0.00045497624835531624,0.4960923748356955,0.52183494038646,1.265541804211022
162,0.8307111263275146,0.4296920469829014,1.371847152709961,0.6318518774850028,0.00045010317782206196,0.49288696476391386,0.5216472675447507,1.2704757596345226
163,0.8104851245880127,0.42811831406184603,1.378321715763637,0.6123422810009548,0.0005646099244976151,0.4925487084048135,0.5221472572318107,1.2759046987567781
164,0.8176589012145996,0.42738342710903715,1.3850618600845337,0.6274688584463937,0.0005121802304139626,0.48963054163115366,0.5221720447454752,1.28305265828633
165,0.8085105419158936,0.42642372846603394,1.3918381759098597,0.6202763915061951,0.0005904211596186672,0.4894246884754726,0.5221445523035366,1.291480266994425
166,0.8275830745697021,0.4252754066671644,1.399456535066877,0.6254448294639587,0.0005116411775816232,0.4867271227496011,0.5221195774228049,1.295016799807014
167,0.825580358505249,0.4236460668700082,1.4059373651232039,0.6304381915501186,0.0006278795273309308,0.48517330629484995,0.5220704019871528,1.2994023155203849
168,0.8225111961364746,0.4231626732008798,1.4122435365404402,0.6331614511353629,0.0005377150955609977,0.4819451059613909,0.5221702836019576,1.306028152260545
169,0.8122308254241943,0.42203788246427265,1.4185593639101302,0.6264235973358154,0.0005513220135721245,0.4803614744118282,0.5216179046395648,1.311473140802084
170,0.8036136627197266,0.42058215396744864,1.4258901051112585,0.6219401955604553,0.0005708166905346193,0.48040731464113506,0.5223079040446089,1.3178590856860037
171,0.8029124736785889,0.4197525382041931,1.432149921144758,0.6138959527015686,0.0005853060325275042,0.4774027466773987,0.5221002732691743,1.3254453179013035
172,0.8382632732391357,0.41841053111212595,1.4388903379440308,0.638169492994036,0.0006182098212385816,0.47672278540475027,0.5219192138701811,1.3319646114725703
173,0.8223774433135986,0.4187179718698774,1.4457250152315413,0.6296270063945225,0.00045956568335116444,0.47424730232783724,0.5229165284088374,1.3362280622191494
174,0.8090112209320068,0.4184442971433912,1.4524659258978707,0.6253685695784432,0.0005185716831225104,0.47309309244155884,0.5222612114230614,1.3437299883419087
175,0.8336672782897949,0.4156935640743801,1.4592598336083549,0.6533690009798322,0.0005431525101552584,0.4714430570602417,0.5226819108954459,1.3467912342516297
176,0.8238914012908936,0.41485180599348886,1.4659396239689417,0.6322646226201739,0.0005306453967932612,0.4700956812926701,0.5218140907886317,1.3576150426950155
177,0.8312275409698486,0.41330441406794954,1.4727729388645716,0.6434856738362994,0.0005354343447834253,0.46818751096725464,0.5224083672724498,1.3641339813112678
178,0.8230977058410645,0.41295838356018066,1.4796585525785173,0.6322966388293675,0.00037267996231094003,0.4670126608439854,0.5231125908047629,1.3701895192065046
179,0.8313841819763184,0.41216708932604107,1.4862096990857805,0.6496387124061584,0.0004686044870010976,0.46431443095207214,0.5224163697974029,1.3709729583808659
180,0.8226337432861328,0.4111061223915645,1.4923508678163802,0.6257543819291251,0.0005066932998098699,0.4636120413030897,0.5228112877217109,1.3816211004428265
181,0.7949128150939941,0.40980207494327,1.499278988157,0.616380546774183,0.0004514163384945797,0.46246483070509775,0.5232540556133596,1.3838128487625465
182,0.8189289569854736,0.4097471364906856,1.5054996865136283,0.6449575509343829,0.00042865429505971927,0.4594243850026812,0.5235169954898646,1.393557179134523
183,0.8295342922210693,0.4078412524291447,1.5129317215510778,0.6482267890657697,0.00046889310968773704,0.4586271813937596,0.5232942109685308,1.3990626351181168
184,0.8077402114868164,0.40766583595957073,1.5199735845838274,0.6251304575375148,0.0005345383708897446,0.45721464497702463,0.5237858413046251,1.407456650327674
185,0.823662519454956,0.4056742915085384,1.5264890023640223,0.6253628901072911,0.00046085890997866433,0.45565387180873324,0.5238805180707855,1.4103585465606552
186,0.8087356090545654,0.4050107087407793,1.5333268812724523,0.6295250824519566,0.0004614337917051411,0.4536848877157484,0.5239496821779841,1.41620163853393
187,0.8200421333312988,0.40349279982703073,1.5399471351078577,0.6292532341820853,0.0004999083924173776,0.45198200004441397,0.5243875975031489,1.417806594895675
188,0.8168938159942627,0.40245851022856577,1.5464735542024886,0.6308648075376239,0.00040960746368260255,0.45114281347819735,0.5240565960717308,1.4272387936510846
